"","NAME","UNIPROT_ID","UNIPROT_GENE_NAME","DESCRIPTION","LINK"
"461","Q8N6C8","LIRA3_HUMAN","LILRA3","Leukocyte immunoglobulin-like receptor subfamily A member 3","https://www.uniprot.org/uniprot/Q8N6C8"
"462","Q8N6P7","I22R1_HUMAN","IL22RA1","Interleukin-22 receptor subunit alpha-1","https://www.uniprot.org/uniprot/Q8N6P7"
"463","Q8N6Q3","CD177_HUMAN","CD177","CD177 antigen","https://www.uniprot.org/uniprot/Q8N6Q3"
"464","Q8N743","KI3L3_HUMAN","KIR3DL3","Killer cell immunoglobulin-like receptor 3DL3","https://www.uniprot.org/uniprot/Q8N743"
"465","Q8NEV9","IL27A_HUMAN","IL27","Interleukin-27 subunit alpha","https://www.uniprot.org/uniprot/Q8NEV9"
"466","Q8NHJ6","LIRB4_HUMAN","LILRB4","Leukocyte immunoglobulin-like receptor subfamily B member 4","https://www.uniprot.org/uniprot/Q8NHJ6"
"467","Q8NHL6","LIRB1_HUMAN","LILRB1","Leukocyte immunoglobulin-like receptor subfamily B member 1","https://www.uniprot.org/uniprot/Q8NHL6"
"468","Q8NHW4","CC4L_HUMAN","CCL4L2","C-C motif chemokine 4-like","https://www.uniprot.org/uniprot/Q8NHW4"
"469","Q8TAD2","IL17D_HUMAN","IL17D","Interleukin-17D","https://www.uniprot.org/uniprot/Q8TAD2"
"470","Q8WTT0","CLC4C_HUMAN","CLEC4C","C-type lectin domain family 4 member C","https://www.uniprot.org/uniprot/Q8WTT0"
"471","Q8WWI5","CTL1_HUMAN","SLC44A1","Choline transporter-like protein 1","https://www.uniprot.org/uniprot/Q8WWI5"
"472","Q8WWZ1","IL1FA_HUMAN","IL1F10","Interleukin-1 family member 10","https://www.uniprot.org/uniprot/Q8WWZ1"
"473","Q92583","CCL17_HUMAN","CCL17","C-C motif chemokine 17","https://www.uniprot.org/uniprot/Q92583"
"474","Q92692","NECT2_HUMAN","NECTIN2","Nectin-2","https://www.uniprot.org/uniprot/Q92692"
"475","Q92854","SEM4D_HUMAN","SEMA4D","Semaphorin-4D","https://www.uniprot.org/uniprot/Q92854"
"476","Q92956","TNR14_HUMAN","TNFRSF14","Tumor necrosis factor receptor superfamily member 14","https://www.uniprot.org/uniprot/Q92956"
"477","Q93033","IGSF2_HUMAN","CD101","Immunoglobulin superfamily member 2","https://www.uniprot.org/uniprot/Q93033"
"478","Q93038","TNR25_HUMAN","TNFRSF25","Tumor necrosis factor receptor superfamily member 25","https://www.uniprot.org/uniprot/Q93038"
"479","Q93070","NAR4_HUMAN","ART4","Ecto-ADP-ribosyltransferase 4","https://www.uniprot.org/uniprot/Q93070"
"480","Q93073","SBP2L_HUMAN","SECISBP2L","Selenocysteine insertion sequence-binding protein 2-like","https://www.uniprot.org/uniprot/Q93073"
"481","Q969J5","I22R2_HUMAN","IL22RA2","Interleukin-22 receptor subunit alpha-2","https://www.uniprot.org/uniprot/Q969J5"
"482","Q969P0","IGSF8_HUMAN","IGSF8","Immunoglobulin superfamily member 8","https://www.uniprot.org/uniprot/Q969P0"
"483","Q96F46","I17RA_HUMAN","IL17RA","Interleukin-17 receptor A","https://www.uniprot.org/uniprot/Q96F46"
"484","Q96FZ5","CKLF7_HUMAN","CMTM7","CKLF-like MARVEL transmembrane domain-containing protein 7","https://www.uniprot.org/uniprot/Q96FZ5"
"485","Q96PD4","IL17F_HUMAN","IL17F","Interleukin-17F","https://www.uniprot.org/uniprot/Q96PD4"
"486","Q96RJ3","TR13C_HUMAN","TNFRSF13C","Tumor necrosis factor receptor superfamily member 13C","https://www.uniprot.org/uniprot/Q96RJ3"
"487","Q99062","CSF3R_HUMAN","CSF3R","Granulocyte colony-stimulating factor receptor","https://www.uniprot.org/uniprot/Q99062"
"488","Q99467","CD180_HUMAN","CD180","CD180 antigen","https://www.uniprot.org/uniprot/Q99467"
"489","Q99616","CCL13_HUMAN","CCL13","C-C motif chemokine 13","https://www.uniprot.org/uniprot/Q99616"
"490","Q99650","OSMR_HUMAN","OSMR","Oncostatin-M-specific receptor subunit beta","https://www.uniprot.org/uniprot/Q99650"
"491","Q99665","I12R2_HUMAN","IL12RB2","Interleukin-12 receptor subunit beta-2","https://www.uniprot.org/uniprot/Q99665"
"492","Q99706","KI2L4_HUMAN","KIR2DL4","Killer cell immunoglobulin-like receptor 2DL4","https://www.uniprot.org/uniprot/Q99706"
"493","Q99731","CCL19_HUMAN","CCL19","C-C motif chemokine 19","https://www.uniprot.org/uniprot/Q99731"
"494","Q99988","GDF15_HUMAN","GDF15","Growth/differentiation factor 15","https://www.uniprot.org/uniprot/Q99988"
"495","Q9BQ51","PD1L2_HUMAN","PDCD1LG2","Programmed cell death 1 ligand 2","https://www.uniprot.org/uniprot/Q9BQ51"
"496","Q9BXR5","TLR10_HUMAN","TLR10","Toll-like receptor 10","https://www.uniprot.org/uniprot/Q9BXR5"
"497","Q9BZS1","FOXP3_HUMAN","FOXP3","Forkhead box protein P3","https://www.uniprot.org/uniprot/Q9BZS1"
"498","Q9BZW8","CD244_HUMAN","CD244","Natural killer cell receptor 2B4","https://www.uniprot.org/uniprot/Q9BZW8"
"499","Q9BZZ2","SN_HUMAN","SIGLEC1","Sialoadhesin","https://www.uniprot.org/uniprot/Q9BZZ2"
"500","Q9GZX6","IL22_HUMAN","IL22","Interleukin-22","https://www.uniprot.org/uniprot/Q9GZX6"
"501","Q9H293","IL25_HUMAN","IL25","Interleukin-25","https://www.uniprot.org/uniprot/Q9H293"
"502","Q9H2A7","CXL16_HUMAN","CXCL16","C-X-C motif chemokine 16","https://www.uniprot.org/uniprot/Q9H2A7"
"503","Q9H2X3","CLC4M_HUMAN","CLEC4M","C-type lectin domain family 4 member M","https://www.uniprot.org/uniprot/Q9H2X3"
"504","Q9H5V8","CDCP1_HUMAN","CDCP1","CUB domain-containing protein 1","https://www.uniprot.org/uniprot/Q9H5V8"
"505","Q9HBE4","IL21_HUMAN","IL21","Interleukin-21","https://www.uniprot.org/uniprot/Q9HBE4"
"506","Q9HBE5","IL21R_HUMAN","IL21R","Interleukin-21 receptor","https://www.uniprot.org/uniprot/Q9HBE5"
"507","Q9HBG7","LY9_HUMAN","LY9","T-lymphocyte surface antigen Ly-9","https://www.uniprot.org/uniprot/Q9HBG7"
"508","Q9HCU0","CD248_HUMAN","CD248","Endosialin","https://www.uniprot.org/uniprot/Q9HCU0"
"509","Q9HD89","RETN_HUMAN","RETN","Resistin","https://www.uniprot.org/uniprot/Q9HD89"
"510","Q9NNX6","CD209_HUMAN","CD209","CD209 antigen","https://www.uniprot.org/uniprot/Q9NNX6"
"511","Q9NP84","TNR12_HUMAN","TNFRSF12A","Tumor necrosis factor receptor superfamily member 12A","https://www.uniprot.org/uniprot/Q9NP84"
"512","Q9NPF0","CD320_HUMAN","CD320","CD320 antigen","https://www.uniprot.org/uniprot/Q9NPF0"
"513","Q9NPF7","IL23A_HUMAN","IL23A","Interleukin-23 subunit alpha","https://www.uniprot.org/uniprot/Q9NPF7"
"514","Q9NPH9","IL26_HUMAN","IL26","Interleukin-26","https://www.uniprot.org/uniprot/Q9NPH9"
"515","Q9NPY3","C1QR1_HUMAN","CD93","Complement component C1q receptor","https://www.uniprot.org/uniprot/Q9NPY3"
"516","Q9NQ25","SLAF7_HUMAN","SLAMF7","SLAM family member 7","https://www.uniprot.org/uniprot/Q9NQ25"
"517","Q9NQS3","NECT3_HUMAN","NECTIN3","Nectin-3","https://www.uniprot.org/uniprot/Q9NQS3"
"518","Q9NR96","TLR9_HUMAN","TLR9","Toll-like receptor 9","https://www.uniprot.org/uniprot/Q9NR96"
"519","Q9NR97","TLR8_HUMAN","TLR8","Toll-like receptor 8","https://www.uniprot.org/uniprot/Q9NR97"
"520","Q9NX76","CKLF6_HUMAN","CMTM6","CKLF-like MARVEL transmembrane domain-containing protein 6","https://www.uniprot.org/uniprot/Q9NX76"
"521","Q9NYK1","TLR7_HUMAN","TLR7","Toll-like receptor 7","https://www.uniprot.org/uniprot/Q9NYK1"
"522","Q9NYY1","IL20_HUMAN","IL20","Interleukin-20","https://www.uniprot.org/uniprot/Q9NYY1"
"523","Q9NZH8","IL36G_HUMAN","IL36G","Interleukin-36 gamma","https://www.uniprot.org/uniprot/Q9NZH8"
"524","Q9NZQ7","PD1L1_HUMAN","CD274","Programmed cell death 1 ligand 1","https://www.uniprot.org/uniprot/Q9NZQ7"
"525","Q9P0M4","IL17C_HUMAN","IL17C","Interleukin-17C","https://www.uniprot.org/uniprot/Q9P0M4"
"526","Q9P0W0","IFNK_HUMAN","IFNK","Interferon kappa","https://www.uniprot.org/uniprot/Q9P0W0"
"527","Q9P1W8","SIRPG_HUMAN","SIRPG","Signal-regulatory protein gamma","https://www.uniprot.org/uniprot/Q9P1W8"
"528","Q9P2B2","FPRP_HUMAN","PTGFRN","Prostaglandin F2 receptor negative regulator","https://www.uniprot.org/uniprot/Q9P2B2"
"529","Q9P2W7","B3GA1_HUMAN","B3GAT1","Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1","https://www.uniprot.org/uniprot/Q9P2W7"
"530","Q9UBD3","XCL2_HUMAN","XCL2","Cytokine SCM-1 beta","https://www.uniprot.org/uniprot/Q9UBD3"
"531","Q9UBD9","CLCF1_HUMAN","CLCF1","Cardiotrophin-like cytokine factor 1","https://www.uniprot.org/uniprot/Q9UBD9"
"532","Q9UBG0","MRC2_HUMAN","MRC2","C-type mannose receptor 2","https://www.uniprot.org/uniprot/Q9UBG0"
"533","Q9UBH0","I36RA_HUMAN","IL36RN","Interleukin-36 receptor antagonist protein","https://www.uniprot.org/uniprot/Q9UBH0"
"534","Q9UBN6","TR10D_HUMAN","TNFRSF10D","Tumor necrosis factor receptor superfamily member 10D","https://www.uniprot.org/uniprot/Q9UBN6"
"535","Q9UBR5","CKLF_HUMAN","CKLF","Chemokine-like factor","https://www.uniprot.org/uniprot/Q9UBR5"
"536","Q9UGN4","CLM8_HUMAN","CD300A","CMRF35-like molecule 8","https://www.uniprot.org/uniprot/Q9UGN4"
"537","Q9UHD0","IL19_HUMAN","IL19","Interleukin-19","https://www.uniprot.org/uniprot/Q9UHD0"
"538","Q9UHF4","I20RA_HUMAN","IL20RA","Interleukin-20 receptor subunit alpha","https://www.uniprot.org/uniprot/Q9UHF4"
"539","Q9UHF5","IL17B_HUMAN","IL17B","Interleukin-17B","https://www.uniprot.org/uniprot/Q9UHF5"
"540","Q9UHX3","AGRE2_HUMAN","ADGRE2","Adhesion G protein-coupled receptor E2","https://www.uniprot.org/uniprot/Q9UHX3"
"541","Q9UIB8","SLAF5_HUMAN","CD84","SLAM family member 5","https://www.uniprot.org/uniprot/Q9UIB8"
"542","Q9UJ71","CLC4K_HUMAN","CD207","C-type lectin domain family 4 member K","https://www.uniprot.org/uniprot/Q9UJ71"
"543","Q9ULV1","FZD4_HUMAN","FZD4","Frizzled-4","https://www.uniprot.org/uniprot/Q9ULV1"
"544","Q9ULW2","FZD10_HUMAN","FZD10","Frizzled-10","https://www.uniprot.org/uniprot/Q9ULW2"
"545","Q9UM73","ALK_HUMAN","ALK","ALK tyrosine kinase receptor","https://www.uniprot.org/uniprot/Q9UM73"
"546","Q9UNG2","TNF18_HUMAN","TNFSF18","Tumor necrosis factor ligand superfamily member 18","https://www.uniprot.org/uniprot/Q9UNG2"
"547","Q9UNN8","EPCR_HUMAN","PROCR","Endothelial protein C receptor","https://www.uniprot.org/uniprot/Q9UNN8"
"548","Q9UNQ0","ABCG2_HUMAN","ABCG2","Broad substrate specificity ATP-binding cassette transporter ABCG2","https://www.uniprot.org/uniprot/Q9UNQ0"
"549","Q9UQV4","LAMP3_HUMAN","LAMP3","Lysosome-associated membrane glycoprotein 3","https://www.uniprot.org/uniprot/Q9UQV4"
"550","Q9Y258","CCL26_HUMAN","CCL26","C-C motif chemokine 26","https://www.uniprot.org/uniprot/Q9Y258"
"551","Q9Y275","TN13B_HUMAN","TNFSF13B","Tumor necrosis factor ligand superfamily member 13B","https://www.uniprot.org/uniprot/Q9Y275"
"552","Q9Y286","SIGL7_HUMAN","SIGLEC7","Sialic acid-binding Ig-like lectin 7","https://www.uniprot.org/uniprot/Q9Y286"
"553","Q9Y2C9","TLR6_HUMAN","TLR6","Toll-like receptor 6","https://www.uniprot.org/uniprot/Q9Y2C9"
"554","Q9Y336","SIGL9_HUMAN","SIGLEC9","Sialic acid-binding Ig-like lectin 9","https://www.uniprot.org/uniprot/Q9Y336"
"555","Q9Y4X3","CCL27_HUMAN","CCL27","C-C motif chemokine 27","https://www.uniprot.org/uniprot/Q9Y4X3"
"556","Q9Y5U5","TNR18_HUMAN","TNFRSF18","Tumor necrosis factor receptor superfamily member 18","https://www.uniprot.org/uniprot/Q9Y5U5"
"557","Q9Y5Y4","PD2R2_HUMAN","PTGDR2","Prostaglandin D2 receptor 2","https://www.uniprot.org/uniprot/Q9Y5Y4"
"558","Q9Y624","JAM1_HUMAN","F11R","Junctional adhesion molecule A","https://www.uniprot.org/uniprot/Q9Y624"
"559","Q9Y6Q6","TNR11_HUMAN","TNFRSF11A","Tumor necrosis factor receptor superfamily member 11A","https://www.uniprot.org/uniprot/Q9Y6Q6"
"560","Q9Y6W8","ICOS_HUMAN","ICOS","Inducible T-cell costimulator","https://www.uniprot.org/uniprot/Q9Y6W8"
"561","P02750","A2GL_HUMAN","LRG1","Leucine-rich alpha-2-glycoprotein","https://www.uniprot.org/uniprot/P02750"
"562","P02751","FINC_HUMAN","FN1","Fibronectin","https://www.uniprot.org/uniprot/P02751"
"563","P02753","RET4_HUMAN","RBP4","Retinol-binding protein 4","https://www.uniprot.org/uniprot/P02753"
"564","P02760","AMBP_HUMAN","AMBP","Protein AMBP","https://www.uniprot.org/uniprot/P02760"
"565","P02763","A1AG1_HUMAN","ORM1","Alpha-1-acid glycoprotein 1","https://www.uniprot.org/uniprot/P02763"
"566","P02765","FETUA_HUMAN","AHSG","Alpha-2-HS-glycoprotein","https://www.uniprot.org/uniprot/P02765"
"567","P02766","TTHY_HUMAN","TTR","Transthyretin","https://www.uniprot.org/uniprot/P02766"
"568","P02768","ALBU_HUMAN","ALB","Albumin","https://www.uniprot.org/uniprot/P02768"
"569","P02771","FETA_HUMAN","AFP","Alpha-fetoprotein","https://www.uniprot.org/uniprot/P02771"
"570","P02774","VTDB_HUMAN","GC","Vitamin D-binding protein","https://www.uniprot.org/uniprot/P02774"
"571","P02787","TRFE_HUMAN","TF","Serotransferrin","https://www.uniprot.org/uniprot/P02787"
"572","P02790","HEMO_HUMAN","HPX","Hemopexin","https://www.uniprot.org/uniprot/P02790"
"573","P03951","FA11_HUMAN","F11","Coagulation factor XI","https://www.uniprot.org/uniprot/P03951"
"574","P03952","KLKB1_HUMAN","KLKB1","Plasma kallikrein","https://www.uniprot.org/uniprot/P03952"
"575","P04003","C4BPA_HUMAN","C4BPA","C4b-binding protein alpha chain","https://www.uniprot.org/uniprot/P04003"
"576","P04004","VTNC_HUMAN","VTN","Vitronectin","https://www.uniprot.org/uniprot/P04004"
"577","P04070","PROC_HUMAN","PROC","Vitamin K-dependent protein C","https://www.uniprot.org/uniprot/P04070"
"578","P04114","APOB_HUMAN","APOB","Apolipoprotein B-100","https://www.uniprot.org/uniprot/P04114"
"579","P04180","LCAT_HUMAN","LCAT","Phosphatidylcholine-sterol acyltransferase","https://www.uniprot.org/uniprot/P04180"
"580","P04196","HRG_HUMAN","HRG","Histidine-rich glycoprotein","https://www.uniprot.org/uniprot/P04196"
"581","P04211","LV743_HUMAN","IGLV7-43","Immunoglobulin lambda variable 7-43","https://www.uniprot.org/uniprot/P04211"
"582","P04217","A1BG_HUMAN","A1BG","Alpha-1B-glycoprotein","https://www.uniprot.org/uniprot/P04217"
"583","P04264","K2C1_HUMAN","KRT1","Keratin, type II cytoskeletal 1","https://www.uniprot.org/uniprot/P04264"
"584","P04275","VWF_HUMAN","VWF","von Willebrand factor","https://www.uniprot.org/uniprot/P04275"
"585","P05090","APOD_HUMAN","APOD","Apolipoprotein D","https://www.uniprot.org/uniprot/P05090"
"586","P05155","IC1_HUMAN","SERPING1","Plasma protease C1 inhibitor","https://www.uniprot.org/uniprot/P05155"
"587","P05156","CFAI_HUMAN","CFI","Complement factor I","https://www.uniprot.org/uniprot/P05156"
"588","P05160","F13B_HUMAN","F13B","Coagulation factor XIII B chain","https://www.uniprot.org/uniprot/P05160"
"589","P05452","TETN_HUMAN","CLEC3B","Tetranectin","https://www.uniprot.org/uniprot/P05452"
"590","P05543","THBG_HUMAN","SERPINA7","Thyroxine-binding globulin","https://www.uniprot.org/uniprot/P05543"
"591","P05546","HEP2_HUMAN","SERPIND1","Heparin cofactor 2","https://www.uniprot.org/uniprot/P05546"
"592","P06310","KV230_HUMAN","IGKV2-30","Immunoglobulin kappa variable 2-30","https://www.uniprot.org/uniprot/P06310"
"593","P06312","KV401_HUMAN","IGKV4-1","Immunoglobulin kappa variable 4-1","https://www.uniprot.org/uniprot/P06312"
"594","P06396","GELS_HUMAN","GSN","Gelsolin","https://www.uniprot.org/uniprot/P06396"
"595","P06681","CO2_HUMAN","C2","Complement C2","https://www.uniprot.org/uniprot/P06681"
"596","P06727","APOA4_HUMAN","APOA4","Apolipoprotein A-IV","https://www.uniprot.org/uniprot/P06727"
"597","P07225","PROS_HUMAN","PROS1","Vitamin K-dependent protein S","https://www.uniprot.org/uniprot/P07225"
"598","P07357","CO8A_HUMAN","C8A","Complement component C8 alpha chain","https://www.uniprot.org/uniprot/P07357"
"599","P07358","CO8B_HUMAN","C8B","Complement component C8 beta chain","https://www.uniprot.org/uniprot/P07358"
"600","P07360","CO8G_HUMAN","C8G","Complement component C8 gamma chain","https://www.uniprot.org/uniprot/P07360"
"601","P07996","TSP1_HUMAN","THBS1","Thrombospondin-1","https://www.uniprot.org/uniprot/P07996"
"602","P08185","CBG_HUMAN","SERPINA6","Corticosteroid-binding globulin","https://www.uniprot.org/uniprot/P08185"
"603","P08519","APOA_HUMAN","LPA","Apolipoprotein(a)","https://www.uniprot.org/uniprot/P08519"
"604","P08603","CFAH_HUMAN","CFH","Complement factor H","https://www.uniprot.org/uniprot/P08603"
"605","P08697","A2AP_HUMAN","SERPINF2","Alpha-2-antiplasmin","https://www.uniprot.org/uniprot/P08697"
"606","P09871","C1S_HUMAN","C1S","Complement C1s subcomponent","https://www.uniprot.org/uniprot/P09871"
"607","P0C0L4","CO4A_HUMAN","C4A","Complement C4-A","https://www.uniprot.org/uniprot/P0C0L4"
"608","P0C0L5","CO4B_HUMAN","C4B_2","Complement C4-B","https://www.uniprot.org/uniprot/P0C0L5"
"609","P0CAP1","MYZAP_HUMAN","MYZAP","Myocardial zonula adherens protein","https://www.uniprot.org/uniprot/P0CAP1"
"610","P0CF74","IGLC6_HUMAN","IGLC6","Immunoglobulin lambda constant 6","https://www.uniprot.org/uniprot/P0CF74"
"611","P0DJI8","SAA1_HUMAN","SAA1","Serum amyloid A-1 protein","https://www.uniprot.org/uniprot/P0DJI8"
"612","P0DJI9","SAA2_HUMAN","SAA2","Serum amyloid A-2 proteincur","https://www.uniprot.org/uniprot/P0DJI9"
"613","P0DME0","SETLP_HUMAN","SETSIP","Protein SETSIP","https://www.uniprot.org/uniprot/P0DME0"
"614","P0DOY2","IGLC2_HUMAN","IGLC2","Immunoglobulin lambda constant 2","https://www.uniprot.org/uniprot/P0DOY2"
"615","P0DOY3","IGLC3_HUMAN","IGLC3","Immunoglobulin lambda constant 3","https://www.uniprot.org/uniprot/P0DOY3"
"616","P10643","CO7_HUMAN","C7","Complement component C7","https://www.uniprot.org/uniprot/P10643"
"617","P10909","CLUS_HUMAN","CLU","Clusterin","https://www.uniprot.org/uniprot/P10909"
"618","P12259","FA5_HUMAN","F5","Coagulation factor V","https://www.uniprot.org/uniprot/P12259"
"619","P12956","XRCC6_HUMAN","XRCC6","X-ray repair cross-complementing protein 6","https://www.uniprot.org/uniprot/P12956"
"620","P13645","K1C10_HUMAN","KRT10","Keratin, type I cytoskeletal 10","https://www.uniprot.org/uniprot/P13645"
"621","P13671","CO6_HUMAN","C6","Complement component C6","https://www.uniprot.org/uniprot/P13671"
"622","P15169","CBPN_HUMAN","CPN1","Carboxypeptidase N catalytic chain","https://www.uniprot.org/uniprot/P15169"
"623","P17936","IBP3_HUMAN","IGFBP3","Insulin-like growth factor-binding protein 3","https://www.uniprot.org/uniprot/P17936"
"624","P18065","IBP2_HUMAN","IGFBP2","Insulin-like growth factor-binding protein 2","https://www.uniprot.org/uniprot/P18065"
"625","P18428","LBP_HUMAN","LBP","Lipopolysaccharide-binding protein","https://www.uniprot.org/uniprot/P18428"
"626","P19652","A1AG2_HUMAN","ORM2","Alpha-1-acid glycoprotein 2","https://www.uniprot.org/uniprot/P19652"
"627","P19823","ITIH2_HUMAN","ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","https://www.uniprot.org/uniprot/P19823"
"628","P19827","ITIH1_HUMAN","ITIH1","Inter-alpha-trypsin inhibitor heavy chain H1","https://www.uniprot.org/uniprot/P19827"
"629","P20742","PZP_HUMAN","PZP","Pregnancy zone protein","https://www.uniprot.org/uniprot/P20742"
"630","P22792","CPN2_HUMAN","CPN2","Carboxypeptidase N subunit 2","https://www.uniprot.org/uniprot/P22792"
"631","P22891","PROZ_HUMAN","PROZ","Vitamin K-dependent protein Z","https://www.uniprot.org/uniprot/P22891"
"632","P23083","HV102_HUMAN","IGHV1-2","Immunoglobulin heavy variable 1-2","https://www.uniprot.org/uniprot/P23083"
"633","P23142","FBLN1_HUMAN","FBLN1","Fibulin-1","https://www.uniprot.org/uniprot/P23142"
"634","P25311","ZA2G_HUMAN","AZGP1","Zinc-alpha-2-glycoprotein","https://www.uniprot.org/uniprot/P25311"
"635","P27169","PON1_HUMAN","PON1","Serum paraoxonase/arylesterase 1","https://www.uniprot.org/uniprot/P27169"
"636","P27918","PROP_HUMAN","CFP","Properdin","https://www.uniprot.org/uniprot/P27918"
"637","P28290","ITPI2_HUMAN","ITPRID2","Protein ITPRID2","https://www.uniprot.org/uniprot/P28290"
"638","P32119","PRDX2_HUMAN","PRDX2","Peroxiredoxin-2","https://www.uniprot.org/uniprot/P32119"
"639","P35443","TSP4_HUMAN","THBS4","Thrombospondin-4","https://www.uniprot.org/uniprot/P35443"
"640","P35527","K1C9_HUMAN","KRT9","Keratin, type I cytoskeletal 9","https://www.uniprot.org/uniprot/P35527"
"641","P35858","ALS_HUMAN","IGFALS","Insulin-like growth factor-binding protein complex acid labile subunit","https://www.uniprot.org/uniprot/P35858"
"642","P35908","K22E_HUMAN","KRT2","Keratin, type II cytoskeletal 2 epidermal","https://www.uniprot.org/uniprot/P35908"
"643","P36955","PEDF_HUMAN","SERPINF1","Pigment epithelium-derived factor","https://www.uniprot.org/uniprot/P36955"
"644","P36980","FHR2_HUMAN","CFHR2","Complement factor H-related protein 2","https://www.uniprot.org/uniprot/P36980"
"645","P43652","AFAM_HUMAN","AFM","Afamin","https://www.uniprot.org/uniprot/P43652"
"646","P45378","TNNT3_HUMAN","TNNT3","Troponin T, fast skeletal muscle","https://www.uniprot.org/uniprot/P45378"
"647","P49747","COMP_HUMAN","COMP","Cartilage oligomeric matrix protein","https://www.uniprot.org/uniprot/P49747"
"648","P49908","SEPP1_HUMAN","SELENOP","Selenoprotein P","https://www.uniprot.org/uniprot/P49908"
"649","P51884","LUM_HUMAN","LUM","Lumican","https://www.uniprot.org/uniprot/P51884"
"650","P54108","CRIS3_HUMAN","CRISP3","Cysteine-rich secretory protein 3","https://www.uniprot.org/uniprot/P54108"
"651","P55056","APOC4_HUMAN","APOC4","Apolipoprotein C-IV","https://www.uniprot.org/uniprot/P55056"
"652","P60709","ACTB_HUMAN","ACTB","Actin, cytoplasmic 1","https://www.uniprot.org/uniprot/P60709"
"653","P61626","LYSC_HUMAN","LYZ","Lysozyme C","https://www.uniprot.org/uniprot/P61626"
"654","P61769","B2MG_HUMAN","B2M","Beta-2-microglobulin","https://www.uniprot.org/uniprot/P61769"
"655","P68871","HBB_HUMAN","HBB","Hemoglobin subunit beta","https://www.uniprot.org/uniprot/P68871"
"656","P69905","HBA_HUMAN","HBA2","Hemoglobin subunit alpha","https://www.uniprot.org/uniprot/P69905"
"657","P80748","LV321_HUMAN","IGLV3-21","Immunoglobulin lambda variable 3-21","https://www.uniprot.org/uniprot/P80748"
"658","Q01101","INSM1_HUMAN","INSM1","Insulinoma-associated protein 1","https://www.uniprot.org/uniprot/Q01101"
"659","Q01813","PFKAP_HUMAN","PFKP","ATP-dependent 6-phosphofructokinase, platelet type","https://www.uniprot.org/uniprot/Q01813"
"660","Q02818","NUCB1_HUMAN","NUCB1","Nucleobindin-1","https://www.uniprot.org/uniprot/Q02818"
"661","Q02985","FHR3_HUMAN","CFHR3","Complement factor H-related protein 3","https://www.uniprot.org/uniprot/Q02985"
"662","Q03591","FHR1_HUMAN","CFHR1","Complement factor H-related protein 1","https://www.uniprot.org/uniprot/Q03591"
"663","Q04695","K1C17_HUMAN","KRT17","Keratin, type I cytoskeletal 17","https://www.uniprot.org/uniprot/Q04695"
"664","Q04756","HGFA_HUMAN","HGFAC","Hepatocyte growth factor activator","https://www.uniprot.org/uniprot/Q04756"
"665","Q06033","ITIH3_HUMAN","ITIH3","Inter-alpha-trypsin inhibitor heavy chain H3","https://www.uniprot.org/uniprot/Q06033"
"666","Q08380","LG3BP_HUMAN","LGALS3BP","Galectin-3-binding protein","https://www.uniprot.org/uniprot/Q08380"
"667","Q12799","TCP10_HUMAN","TCP10L3","Putative T-complex protein 10A homolog","https://www.uniprot.org/uniprot/Q12799"
"668","Q12805","FBLN3_HUMAN","EFEMP1","EGF-containing fibulin-like extracellular matrix protein 1","https://www.uniprot.org/uniprot/Q12805"
"669","Q14520","HABP2_HUMAN","HABP2","Hyaluronan-binding protein 2","https://www.uniprot.org/uniprot/Q14520"
"670","Q14533","KRT81_HUMAN","KRT81","Keratin, type II cuticular Hb1","https://www.uniprot.org/uniprot/Q14533"
"671","Q14624","ITIH4_HUMAN","ITIH4","Inter-alpha-trypsin inhibitor heavy chain H4","https://www.uniprot.org/uniprot/Q14624"
"672","Q15468","STIL_HUMAN","STIL","SCL-interrupting locus protein","https://www.uniprot.org/uniprot/Q15468"
"673","Q15582","BGH3_HUMAN","TGFBI","Transforming growth factor-beta-induced protein ig-h3","https://www.uniprot.org/uniprot/Q15582"
"674","Q16584","M3K11_HUMAN","MAP3K11","Mitogen-activated protein kinase kinase kinase 11","https://www.uniprot.org/uniprot/Q16584"
"675","Q16610","ECM1_HUMAN","ECM1","Extracellular matrix protein 1","https://www.uniprot.org/uniprot/Q16610"
"676","Q460N5","PAR14_HUMAN","PARP14","Protein mono-ADP-ribosyltransferase PARP14","https://www.uniprot.org/uniprot/Q460N5"
"677","Q5T9S5","CCD18_HUMAN","CCDC18","Coiled-coil domain-containing protein 18","https://www.uniprot.org/uniprot/Q5T9S5"
"678","Q5VT06","CE350_HUMAN","CEP350","Centrosome-associated protein 350","https://www.uniprot.org/uniprot/Q5VT06"
"679","Q66K66","TM198_HUMAN","TMEM198","Transmembrane protein 198","https://www.uniprot.org/uniprot/Q66K66"
"680","Q69YQ0","CYTSA_HUMAN","SPECC1L","Cytospin-A","https://www.uniprot.org/uniprot/Q69YQ0"
"681","Q6ZNF0","ACP7_HUMAN","ACP7","Acid phosphatase type 7","https://www.uniprot.org/uniprot/Q6ZNF0"
"682","Q76LX8","ATS13_HUMAN","ADAMTS13","A disintegrin and metalloproteinase with thrombospondin motifs 13","https://www.uniprot.org/uniprot/Q76LX8"
"683","Q7Z3G6","PRIC2_HUMAN","PRICKLE2","Prickle-like protein 2","https://www.uniprot.org/uniprot/Q7Z3G6"
